"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 1014.034949 1014.034949 1091.694949 1091.694949
2 193.205718 193.205718 270.865718 270.865718
11 167.714375 167.714375 245.374375 245.374375
12 119.693209 119.693209 197.353209 197.353209
82 107.943245 107.943245 185.603245 185.603245
203 104.864130 104.864130 182.524130 182.524130
213 103.264425 103.264425 180.924425 180.924425
266 102.268459 102.268459 179.928459 179.928459
362 100.270838 100.270838 177.930838 177.930838
624 100.264081 100.264081 177.924081 177.924081
691 100.212802 100.212802 177.872802 177.872802
715 99.722826 99.722826 177.382826 177.382826
1048 99.656982 99.656982 177.316982 177.316982
1108 99.631891 99.631891 177.291891 177.291891
1205 99.590004 99.590004 177.250004 177.250004
1262 99.546677 99.546677 177.206677 177.206677
1388 99.544995 99.544995 177.204995 177.204995
1619 99.539576 99.539576 177.199576 177.199576
1647 99.538533 99.538533 177.198533 177.198533
1705 99.525136 99.525136 177.185136 177.185136
1837 99.514498 99.514498 177.174498 177.174498
1900 99.504473 99.504473 177.164473 177.164473
2088 99.504047 99.504047 177.164047 177.164047
2135 99.500484 99.500484 177.160484 177.160484
2498 99.500217 99.500217 177.160217 177.160217
2505 99.496477 99.496477 177.156477 177.156477
2562 99.495389 99.495389 177.155389 177.155389
2824 99.495245 99.495245 177.155245 177.155245
3013 99.494773 99.494773 177.154773 177.154773
3191 99.494553 99.494553 177.154553 177.154553
3638 99.494524 99.494524 177.154524 177.154524
4549 99.494521 99.494521 177.154521 177.154521
5032 99.494521 99.494521 177.154521 177.154521
5144 99.494521 99.494521 177.154521 177.154521
5211 99.494521 99.494521 177.154521 177.154521
5217 99.494520 99.494520 177.154520 177.154520
5345 99.494520 99.494520 177.154520 177.154520
5684 99.494520 99.494520 177.154520 177.154520
5738 99.494520 99.494520 177.154520 177.154520
5880 99.494520 99.494520 177.154520 177.154520
6151 99.494520 99.494520 177.154520 177.154520
6285 99.494520 99.494520 177.154520 177.154520
6509 99.494520 99.494520 177.154520 177.154520
6981 99.494520 99.494520 177.154520 177.154520
7049 99.494520 99.494520 177.154520 177.154520
7252 99.494520 99.494520 177.154520 177.154520
7262 99.494520 99.494520 177.154520 177.154520
7477 99.494520 99.494520 177.154520 177.154520
7491 99.494520 99.494520 177.154520 177.154520
7562 99.494520 99.494520 177.154520 177.154520
7702 99.494520 99.494520 177.154520 177.154520
7829 99.494520 99.494520 177.154520 177.154520
8035 99.494520 99.494520 177.154520 177.154520
8178 99.494520 99.494520 177.154520 177.154520
8240 99.494520 99.494520 177.154520 177.154520
8394 99.494520 99.494520 177.154520 177.154520
9166 99.494520 99.494520 177.154520 177.154520
9354 99.494520 99.494520 177.154520 177.154520
9400 99.494520 99.494520 177.154520 177.154520
9975 99.494520 99.494520 177.154520 177.154520
10052 99.494520 99.494520 177.154520 177.154520
10588 99.494520 99.494520 177.154520 177.154520
10930 99.494520 99.494520 177.154520 177.154520
11457 99.494520 99.494520 177.154520 177.154520
12010 99.494520 99.494520 177.154520 177.154520
50000 99.494520 99.494520 177.154520 177.154520
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 201.727197 201.727197 279.387197 279.387197
4 114.566321 114.566321 192.226321 192.226321
12 89.713359 89.713359 167.373359 167.373359
80 83.606372 83.606372 161.266372 161.266372
108 78.836044 78.836044 156.496044 156.496044
166 72.719717 72.719717 150.379717 150.379717
253 71.885134 71.885134 149.545134 149.545134
303 70.650639 70.650639 148.310639 148.310639
367 68.332834 68.332834 145.992834 145.992834
468 68.143370 68.143370 145.803370 145.803370
484 66.824121 66.824121 144.484121 144.484121
582 66.680916 66.680916 144.340916 144.340916
649 66.560371 66.560371 144.220371 144.220371
703 66.543980 66.543980 144.203980 144.203980
713 66.451911 66.451911 144.111911 144.111911
759 66.161671 66.161671 143.821671 143.821671
904 66.091786 66.091786 143.751786 143.751786
1012 65.923726 65.923726 143.583726 143.583726
1021 65.893522 65.893522 143.553522 143.553522
1027 65.795354 65.795354 143.455354 143.455354
1058 65.781026 65.781026 143.441026 143.441026
1164 65.717203 65.717203 143.377203 143.377203
1457 65.706730 65.706730 143.366730 143.366730
1518 65.702359 65.702359 143.362359 143.362359
1576 65.700620 65.700620 143.360620 143.360620
1585 65.687019 65.687019 143.347019 143.347019
1592 65.686358 65.686358 143.346358 143.346358
1739 65.685359 65.685359 143.345359 143.345359
1842 65.681980 65.681980 143.341980 143.341980
2092 65.680400 65.680400 143.340400 143.340400
2127 65.680009 65.680009 143.340009 143.340009
2216 65.677659 65.677659 143.337659 143.337659
2221 65.676190 65.676190 143.336190 143.336190
2227 65.675044 65.675044 143.335044 143.335044
2267 65.669666 65.669666 143.329666 143.329666
2304 65.668710 65.668710 143.328710 143.328710
2551 65.667842 65.667842 143.327842 143.327842
2669 65.667743 65.667743 143.327743 143.327743
2767 65.667359 65.667359 143.327359 143.327359
2961 65.667354 65.667354 143.327354 143.327354
2973 65.666883 65.666883 143.326883 143.326883
3229 65.666827 65.666827 143.326827 143.326827
3296 65.666711 65.666711 143.326711 143.326711
3409 65.666702 65.666702 143.326702 143.326702
3464 65.666693 65.666693 143.326693 143.326693
3689 65.666692 65.666692 143.326692 143.326692
3709 65.666690 65.666690 143.326690 143.326690
3803 65.666666 65.666666 143.326666 143.326666
3918 65.666660 65.666660 143.326660 143.326660
3983 65.666640 65.666640 143.326640 143.326640
4140 65.666638 65.666638 143.326638 143.326638
4206 65.666636 65.666636 143.326636 143.326636
4238 65.666635 65.666635 143.326635 143.326635
4375 65.666635 65.666635 143.326635 143.326635
4435 65.666633 65.666633 143.326633 143.326633
4476 65.666629 65.666629 143.326629 143.326629
4510 65.666628 65.666628 143.326628 143.326628
5024 65.666628 65.666628 143.326628 143.326628
5068 65.666628 65.666628 143.326628 143.326628
5241 65.666628 65.666628 143.326628 143.326628
5444 65.666628 65.666628 143.326628 143.326628
5461 65.666628 65.666628 143.326628 143.326628
5465 65.666628 65.666628 143.326628 143.326628
5481 65.666628 65.666628 143.326628 143.326628
5517 65.666627 65.666627 143.326627 143.326627
5559 65.666627 65.666627 143.326627 143.326627
5580 65.666627 65.666627 143.326627 143.326627
5616 65.666627 65.666627 143.326627 143.326627
5630 65.666627 65.666627 143.326627 143.326627
5935 65.666627 65.666627 143.326627 143.326627
6189 65.666627 65.666627 143.326627 143.326627
6265 65.666627 65.666627 143.326627 143.326627
6287 65.666627 65.666627 143.326627 143.326627
6453 65.666627 65.666627 143.326627 143.326627
6498 65.666627 65.666627 143.326627 143.326627
6616 65.666627 65.666627 143.326627 143.326627
6893 65.666627 65.666627 143.326627 143.326627
7025 65.666627 65.666627 143.326627 143.326627
7202 65.666627 65.666627 143.326627 143.326627
7291 65.666627 65.666627 143.326627 143.326627
7550 65.666627 65.666627 143.326627 143.326627
7565 65.666627 65.666627 143.326627 143.326627
7942 65.666627 65.666627 143.326627 143.326627
8311 65.666627 65.666627 143.326627 143.326627
8531 65.666627 65.666627 143.326627 143.326627
8630 65.666627 65.666627 143.326627 143.326627
9069 65.666627 65.666627 143.326627 143.326627
9590 65.666627 65.666627 143.326627 143.326627
9622 65.666627 65.666627 143.326627 143.326627
9816 65.666627 65.666627 143.326627 143.326627
9856 65.666627 65.666627 143.326627 143.326627
9994 65.666627 65.666627 143.326627 143.326627
10505 65.666627 65.666627 143.326627 143.326627
11452 65.666627 65.666627 143.326627 143.326627
50000 65.666627 65.666627 143.326627 143.326627
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 214.365125 214.365125 292.025125 292.025125
4 159.283624 159.283624 236.943624 236.943624
5 89.539362 89.539362 167.199362 167.199362
11 73.612810 73.612810 151.272810 151.272810
45 48.183956 48.183956 125.843956 125.843956
131 46.119950 46.119950 123.779950 123.779950
134 45.182696 45.182696 122.842696 122.842696
151 40.967268 40.967268 118.627268 118.627268
227 38.085009 38.085009 115.745009 115.745009
241 37.912638 37.912638 115.572638 115.572638
266 33.260197 33.260197 110.920197 110.920197
301 21.393244 21.393244 99.053244 99.053244
323 19.082636 19.082636 96.742636 96.742636
339 17.320294 17.320294 94.980294 94.980294
342 12.123823 12.123823 89.783823 89.783823
369 10.372268 10.372268 88.032268 88.032268
387 10.349243 10.349243 88.009243 88.009243
438 5.805632 5.805632 83.465632 83.465632
489 4.691924 4.691924 82.351924 82.351924
712 4.672175 4.672175 82.332175 82.332175
838 4.239983 4.239983 81.899983 81.899983
867 4.164770 4.164770 81.824770 81.824770
1063 4.144266 4.144266 81.804266 81.804266
1124 4.118943 4.118943 81.778943 81.778943
1251 4.117828 4.117828 81.777828 81.777828
1465 4.102474 4.102474 81.762474 81.762474
1477 4.021769 4.021769 81.681769 81.681769
1685 3.997833 3.997833 81.657833 81.657833
1835 3.991447 3.991447 81.651447 81.651447
1916 3.989930 3.989930 81.649930 81.649930
2019 3.987246 3.987246 81.647246 81.647246
2322 3.985030 3.985030 81.645030 81.645030
2348 3.983377 3.983377 81.643377 81.643377
2447 3.983041 3.983041 81.643041 81.643041
2584 3.981768 3.981768 81.641768 81.641768
2634 3.981548 3.981548 81.641548 81.641548
2745 3.980779 3.980779 81.640779 81.640779
2748 3.980250 3.980250 81.640250 81.640250
3023 3.980128 3.980128 81.640128 81.640128
3254 3.980109 3.980109 81.640109 81.640109
3263 3.980071 3.980071 81.640071 81.640071
3328 3.979969 3.979969 81.639969 81.639969
3350 3.979964 3.979964 81.639964 81.639964
3463 3.979872 3.979872 81.639872 81.639872
3678 3.979857 3.979857 81.639857 81.639857
3808 3.979855 3.979855 81.639855 81.639855
3984 3.979851 3.979851 81.639851 81.639851
4044 3.979850 3.979850 81.639850 81.639850
4198 3.979843 3.979843 81.639843 81.639843
4346 3.979841 3.979841 81.639841 81.639841
4575 3.979838 3.979838 81.639838 81.639838
4805 3.979837 3.979837 81.639837 81.639837
5150 3.979837 3.979837 81.639837 81.639837
5273 3.979836 3.979836 81.639836 81.639836
5523 3.979836 3.979836 81.639836 81.639836
5884 3.979836 3.979836 81.639836 81.639836
6122 3.979836 3.979836 81.639836 81.639836
6455 3.979836 3.979836 81.639836 81.639836
6494 3.979836 3.979836 81.639836 81.639836
6517 3.979836 3.979836 81.639836 81.639836
6588 3.979836 3.979836 81.639836 81.639836
6598 3.979836 3.979836 81.639836 81.639836
6615 3.979836 3.979836 81.639836 81.639836
6752 3.979836 3.979836 81.639836 81.639836
7273 3.979836 3.979836 81.639836 81.639836
7618 3.979836 3.979836 81.639836 81.639836
7655 3.979836 3.979836 81.639836 81.639836
7712 3.979836 3.979836 81.639836 81.639836
7764 3.979836 3.979836 81.639836 81.639836
8027 3.979836 3.979836 81.639836 81.639836
8165 3.979836 3.979836 81.639836 81.639836
8428 3.979836 3.979836 81.639836 81.639836
8504 3.979836 3.979836 81.639836 81.639836
8747 3.979836 3.979836 81.639836 81.639836
8835 3.979836 3.979836 81.639836 81.639836
8853 3.979836 3.979836 81.639836 81.639836
8939 3.979836 3.979836 81.639836 81.639836
8969 3.979836 3.979836 81.639836 81.639836
9089 3.979836 3.979836 81.639836 81.639836
9231 3.979836 3.979836 81.639836 81.639836
9241 3.979836 3.979836 81.639836 81.639836
9401 3.979836 3.979836 81.639836 81.639836
9479 3.979836 3.979836 81.639836 81.639836
10178 3.979836 3.979836 81.639836 81.639836
10506 3.979836 3.979836 81.639836 81.639836
10557 3.979836 3.979836 81.639836 81.639836
10711 3.979836 3.979836 81.639836 81.639836
10936 3.979836 3.979836 81.639836 81.639836
11449 3.979836 3.979836 81.639836 81.639836
50000 3.979836 3.979836 81.639836 81.639836
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 919.163719 919.163719 996.823719 996.823719
2 325.806036 325.806036 403.466036 403.466036
3 277.613790 277.613790 355.273790 355.273790
10 95.048512 95.048512 172.708512 172.708512
53 91.419494 91.419494 169.079494 169.079494
63 89.391011 89.391011 167.051011 167.051011
64 86.804966 86.804966 164.464966 164.464966
83 82.740920 82.740920 160.400920 160.400920
92 72.667950 72.667950 150.327950 150.327950
334 72.229843 72.229843 149.889843 149.889843
374 66.601415 66.601415 144.261415 144.261415
585 64.939191 64.939191 142.599191 142.599191
597 62.253757 62.253757 139.913757 139.913757
828 62.092108 62.092108 139.752108 139.752108
845 62.042608 62.042608 139.702608 139.702608
847 61.995541 61.995541 139.655541 139.655541
858 61.895862 61.895862 139.555862 139.555862
1035 61.837606 61.837606 139.497606 139.497606
1096 61.824099 61.824099 139.484099 139.484099
1268 61.810487 61.810487 139.470487 139.470487
1330 61.767832 61.767832 139.427832 139.427832
1374 61.756147 61.756147 139.416147 139.416147
1458 61.723738 61.723738 139.383738 139.383738
2279 61.723464 61.723464 139.383464 139.383464
2477 61.723125 61.723125 139.383125 139.383125
2513 61.722748 61.722748 139.382748 139.382748
2749 61.722668 61.722668 139.382668 139.382668
2818 61.722308 61.722308 139.382308 139.382308
3001 61.722254 61.722254 139.382254 139.382254
3055 61.722165 61.722165 139.382165 139.382165
3091 61.721968 61.721968 139.381968 139.381968
3127 61.721934 61.721934 139.381934 139.381934
3307 61.721865 61.721865 139.381865 139.381865
3651 61.721860 61.721860 139.381860 139.381860
3755 61.721834 61.721834 139.381834 139.381834
3907 61.721832 61.721832 139.381832 139.381832
4002 61.721817 61.721817 139.381817 139.381817
4115 61.721814 61.721814 139.381814 139.381814
4163 61.721813 61.721813 139.381813 139.381813
4195 61.721807 61.721807 139.381807 139.381807
4417 61.721806 61.721806 139.381806 139.381806
4565 61.721805 61.721805 139.381805 139.381805
4652 61.721804 61.721804 139.381804 139.381804
4793 61.721804 61.721804 139.381804 139.381804
4808 61.721803 61.721803 139.381803 139.381803
4846 61.721802 61.721802 139.381802 139.381802
4939 61.721801 61.721801 139.381801 139.381801
4946 61.721801 61.721801 139.381801 139.381801
4997 61.721801 61.721801 139.381801 139.381801
5267 61.721801 61.721801 139.381801 139.381801
5369 61.721801 61.721801 139.381801 139.381801
5760 61.721801 61.721801 139.381801 139.381801
5827 61.721801 61.721801 139.381801 139.381801
5853 61.721801 61.721801 139.381801 139.381801
5949 61.721801 61.721801 139.381801 139.381801
6724 61.721801 61.721801 139.381801 139.381801
6765 61.721801 61.721801 139.381801 139.381801
6781 61.721801 61.721801 139.381801 139.381801
6820 61.721801 61.721801 139.381801 139.381801
6841 61.721801 61.721801 139.381801 139.381801
6917 61.721801 61.721801 139.381801 139.381801
6951 61.721801 61.721801 139.381801 139.381801
7115 61.721801 61.721801 139.381801 139.381801
7258 61.721801 61.721801 139.381801 139.381801
7550 61.721801 61.721801 139.381801 139.381801
7620 61.721801 61.721801 139.381801 139.381801
7744 61.721801 61.721801 139.381801 139.381801
7989 61.721801 61.721801 139.381801 139.381801
8014 61.721801 61.721801 139.381801 139.381801
8082 61.721801 61.721801 139.381801 139.381801
8083 61.721801 61.721801 139.381801 139.381801
8100 61.721801 61.721801 139.381801 139.381801
8184 61.721801 61.721801 139.381801 139.381801
9344 61.721801 61.721801 139.381801 139.381801
9632 61.721801 61.721801 139.381801 139.381801
9927 61.721801 61.721801 139.381801 139.381801
10196 61.721801 61.721801 139.381801 139.381801
10288 61.721801 61.721801 139.381801 139.381801
11392 61.721801 61.721801 139.381801 139.381801
50000 61.721801 61.721801 139.381801 139.381801
