"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
50000 85.565560 85.565560 163.225560 163.225560
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 632.704525 632.704525 710.364525 710.364525
3 249.966964 249.966964 327.626964 327.626964
48 211.303290 211.303290 288.963290 288.963290
183 198.507262 198.507262 276.167262 276.167262
201 195.659544 195.659544 273.319544 273.319544
206 188.181886 188.181886 265.841886 265.841886
223 187.613476 187.613476 265.273476 265.273476
228 184.387698 184.387698 262.047698 262.047698
235 183.197132 183.197132 260.857132 260.857132
250 179.734707 179.734707 257.394707 257.394707
255 178.492830 178.492830 256.152830 256.152830
275 176.718777 176.718777 254.378777 254.378777
283 169.470392 169.470392 247.130392 247.130392
303 129.117515 129.117515 206.777515 206.777515
323 126.913177 126.913177 204.573177 204.573177
330 123.429070 123.429070 201.089070 201.089070
343 117.688533 117.688533 195.348533 195.348533
349 116.109454 116.109454 193.769454 193.769454
361 111.115452 111.115452 188.775452 188.775452
370 109.113100 109.113100 186.773100 186.773100
393 101.905919 101.905919 179.565919 179.565919
429 100.422841 100.422841 178.082841 178.082841
440 100.193455 100.193455 177.853455 177.853455
442 99.427307 99.427307 177.087307 177.087307
538 97.495489 97.495489 175.155489 175.155489
670 97.329373 97.329373 174.989373 174.989373
687 96.997027 96.997027 174.657027 174.657027
773 96.858288 96.858288 174.518288 174.518288
801 96.826828 96.826828 174.486828 174.486828
1020 96.786900 96.786900 174.446900 174.446900
1081 96.772273 96.772273 174.432273 174.432273
1090 96.651293 96.651293 174.311293 174.311293
1261 96.591865 96.591865 174.251865 174.251865
1363 96.543861 96.543861 174.203861 174.203861
1485 96.532589 96.532589 174.192589 174.192589
1495 96.516549 96.516549 174.176549 174.176549
2028 96.514031 96.514031 174.174031 174.174031
2119 96.512188 96.512188 174.172188 174.172188
2527 96.510704 96.510704 174.170704 174.170704
2601 96.509817 96.509817 174.169817 174.169817
2801 96.509698 96.509698 174.169698 174.169698
2957 96.509520 96.509520 174.169520 174.169520
3110 96.509297 96.509297 174.169297 174.169297
3367 96.509239 96.509239 174.169239 174.169239
3476 96.509227 96.509227 174.169227 174.169227
3651 96.509222 96.509222 174.169222 174.169222
3722 96.509210 96.509210 174.169210 174.169210
3772 96.509181 96.509181 174.169181 174.169181
4013 96.509180 96.509180 174.169180 174.169180
4132 96.509170 96.509170 174.169170 174.169170
4445 96.509169 96.509169 174.169169 174.169169
4476 96.509169 96.509169 174.169169 174.169169
4598 96.509167 96.509167 174.169167 174.169167
4635 96.509166 96.509166 174.169166 174.169166
4715 96.509165 96.509165 174.169165 174.169165
4746 96.509164 96.509164 174.169164 174.169164
4966 96.509164 96.509164 174.169164 174.169164
5000 96.509164 96.509164 174.169164 174.169164
5097 96.509164 96.509164 174.169164 174.169164
5126 96.509163 96.509163 174.169163 174.169163
5509 96.509163 96.509163 174.169163 174.169163
5540 96.509163 96.509163 174.169163 174.169163
5761 96.509163 96.509163 174.169163 174.169163
5913 96.509163 96.509163 174.169163 174.169163
6296 96.509163 96.509163 174.169163 174.169163
6366 96.509163 96.509163 174.169163 174.169163
6589 96.509163 96.509163 174.169163 174.169163
6681 96.509163 96.509163 174.169163 174.169163
6961 96.509163 96.509163 174.169163 174.169163
7019 96.509163 96.509163 174.169163 174.169163
7051 96.509163 96.509163 174.169163 174.169163
7283 96.509163 96.509163 174.169163 174.169163
8007 96.509163 96.509163 174.169163 174.169163
8011 96.509163 96.509163 174.169163 174.169163
8174 96.509163 96.509163 174.169163 174.169163
8231 96.509163 96.509163 174.169163 174.169163
8487 96.509163 96.509163 174.169163 174.169163
8516 96.509163 96.509163 174.169163 174.169163
8664 96.509163 96.509163 174.169163 174.169163
8699 96.509163 96.509163 174.169163 174.169163
9261 96.509163 96.509163 174.169163 174.169163
9379 96.509163 96.509163 174.169163 174.169163
9424 96.509163 96.509163 174.169163 174.169163
9648 96.509163 96.509163 174.169163 174.169163
10273 96.509163 96.509163 174.169163 174.169163
10551 96.509163 96.509163 174.169163 174.169163
11438 96.509163 96.509163 174.169163 174.169163
50000 96.509163 96.509163 174.169163 174.169163
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 239.189446 239.189446 316.849446 316.849446
6 165.778150 165.778150 243.438150 243.438150
16 150.313119 150.313119 227.973119 227.973119
72 139.651515 139.651515 217.311515 217.311515
104 138.475159 138.475159 216.135159 216.135159
108 135.864241 135.864241 213.524241 213.524241
117 132.949502 132.949502 210.609502 210.609502
172 130.502491 130.502491 208.162491 208.162491
189 124.996439 124.996439 202.656439 202.656439
215 124.969508 124.969508 202.629508 202.629508
250 124.307294 124.307294 201.967294 201.967294
269 123.768697 123.768697 201.428697 201.428697
276 122.853210 122.853210 200.513210 200.513210
291 121.164424 121.164424 198.824424 198.824424
322 119.396557 119.396557 197.056557 197.056557
338 118.622888 118.622888 196.282888 196.282888
377 117.523486 117.523486 195.183486 195.183486
476 117.215484 117.215484 194.875484 194.875484
544 117.068625 117.068625 194.728625 194.728625
576 117.054121 117.054121 194.714121 194.714121
623 116.942122 116.942122 194.602122 194.602122
686 116.840454 116.840454 194.500454 194.500454
740 116.765107 116.765107 194.425107 194.425107
882 116.533898 116.533898 194.193898 194.193898
912 116.491067 116.491067 194.151067 194.151067
1077 116.487012 116.487012 194.147012 194.147012
1316 116.458101 116.458101 194.118101 194.118101
1327 116.456843 116.456843 194.116843 194.116843
1440 116.414531 116.414531 194.074531 194.074531
2000 116.411575 116.411575 194.071575 194.071575
2168 116.410949 116.410949 194.070949 194.070949
2226 116.410444 116.410444 194.070444 194.070444
2239 116.409326 116.409326 194.069326 194.069326
2564 116.409163 116.409163 194.069163 194.069163
2801 116.409143 116.409143 194.069143 194.069143
2808 116.408898 116.408898 194.068898 194.068898
2954 116.408868 116.408868 194.068868 194.068868
2965 116.408560 116.408560 194.068560 194.068560
3263 116.408552 116.408552 194.068552 194.068552
3289 116.408543 116.408543 194.068543 194.068543
3548 116.408537 116.408537 194.068537 194.068537
3564 116.408526 116.408526 194.068526 194.068526
3596 116.408490 116.408490 194.068490 194.068490
3663 116.408477 116.408477 194.068477 194.068477
4355 116.408475 116.408475 194.068475 194.068475
4553 116.408475 116.408475 194.068475 194.068475
4711 116.408475 116.408475 194.068475 194.068475
4795 116.408474 116.408474 194.068474 194.068474
4908 116.408474 116.408474 194.068474 194.068474
4949 116.408473 116.408473 194.068473 194.068473
5008 116.408473 116.408473 194.068473 194.068473
5030 116.408473 116.408473 194.068473 194.068473
5207 116.408473 116.408473 194.068473 194.068473
5486 116.408472 116.408472 194.068472 194.068472
5699 116.408472 116.408472 194.068472 194.068472
5722 116.408472 116.408472 194.068472 194.068472
5926 116.408472 116.408472 194.068472 194.068472
5940 116.408472 116.408472 194.068472 194.068472
5961 116.408472 116.408472 194.068472 194.068472
6149 116.408472 116.408472 194.068472 194.068472
6399 116.408472 116.408472 194.068472 194.068472
6548 116.408472 116.408472 194.068472 194.068472
6796 116.408472 116.408472 194.068472 194.068472
6865 116.408472 116.408472 194.068472 194.068472
7171 116.408472 116.408472 194.068472 194.068472
7213 116.408472 116.408472 194.068472 194.068472
7230 116.408472 116.408472 194.068472 194.068472
7319 116.408472 116.408472 194.068472 194.068472
7334 116.408472 116.408472 194.068472 194.068472
7370 116.408472 116.408472 194.068472 194.068472
7478 116.408472 116.408472 194.068472 194.068472
7606 116.408472 116.408472 194.068472 194.068472
7635 116.408472 116.408472 194.068472 194.068472
7650 116.408472 116.408472 194.068472 194.068472
7761 116.408472 116.408472 194.068472 194.068472
7775 116.408472 116.408472 194.068472 194.068472
7812 116.408472 116.408472 194.068472 194.068472
7843 116.408472 116.408472 194.068472 194.068472
7854 116.408472 116.408472 194.068472 194.068472
8318 116.408472 116.408472 194.068472 194.068472
8526 116.408472 116.408472 194.068472 194.068472
8618 116.408472 116.408472 194.068472 194.068472
8735 116.408472 116.408472 194.068472 194.068472
8891 116.408472 116.408472 194.068472 194.068472
8930 116.408472 116.408472 194.068472 194.068472
9696 116.408472 116.408472 194.068472 194.068472
9762 116.408472 116.408472 194.068472 194.068472
10028 116.408472 116.408472 194.068472 194.068472
10404 116.408472 116.408472 194.068472 194.068472
10525 116.408472 116.408472 194.068472 194.068472
10838 116.408472 116.408472 194.068472 194.068472
50000 116.408472 116.408472 194.068472 194.068472
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 190.201597 190.201597 267.861597 267.861597
4 89.444096 89.444096 167.104096 167.104096
50 85.812116 85.812116 163.472116 163.472116
87 76.570392 76.570392 154.230392 154.230392
99 73.098850 73.098850 150.758850 150.758850
273 72.779288 72.779288 150.439288 150.439288
285 71.210312 71.210312 148.870312 148.870312
310 65.349274 65.349274 143.009274 143.009274
325 60.379153 60.379153 138.039153 138.039153
375 60.113131 60.113131 137.773131 137.773131
385 59.925710 59.925710 137.585710 137.585710
390 57.874855 57.874855 135.534855 135.534855
403 57.180563 57.180563 134.840563 134.840563
514 56.740640 56.740640 134.400640 134.400640
524 56.459952 56.459952 134.119952 134.119952
626 55.885906 55.885906 133.545906 133.545906
632 55.797260 55.797260 133.457260 133.457260
647 55.738492 55.738492 133.398492 133.398492
689 55.560773 55.560773 133.220773 133.220773
788 55.533913 55.533913 133.193913 133.193913
820 55.407705 55.407705 133.067705 133.067705
859 55.256281 55.256281 132.916281 132.916281
902 55.162476 55.162476 132.822476 132.822476
911 54.959588 54.959588 132.619588 132.619588
957 54.875889 54.875889 132.535889 132.535889
962 54.859612 54.859612 132.519612 132.519612
1097 54.813237 54.813237 132.473237 132.473237
1300 54.802062 54.802062 132.462062 132.462062
1490 54.794516 54.794516 132.454516 132.454516
1521 54.751818 54.751818 132.411818 132.411818
1592 54.747192 54.747192 132.407192 132.407192
1825 54.745568 54.745568 132.405568 132.405568
1873 54.742300 54.742300 132.402300 132.402300
2070 54.736089 54.736089 132.396089 132.396089
2082 54.728098 54.728098 132.388098 132.388098
2208 54.725020 54.725020 132.385020 132.385020
2442 54.724981 54.724981 132.384981 132.384981
2605 54.724823 54.724823 132.384823 132.384823
2608 54.724631 54.724631 132.384631 132.384631
2631 54.723759 54.723759 132.383759 132.383759
2786 54.722574 54.722574 132.382574 132.382574
3304 54.722456 54.722456 132.382456 132.382456
3750 54.722421 54.722421 132.382421 132.382421
3784 54.722415 54.722415 132.382415 132.382415
3851 54.722367 54.722367 132.382367 132.382367
3860 54.722365 54.722365 132.382365 132.382365
3902 54.722363 54.722363 132.382363 132.382363
4289 54.722361 54.722361 132.382361 132.382361
4788 54.722359 54.722359 132.382359 132.382359
5173 54.722359 54.722359 132.382359 132.382359
5209 54.722359 54.722359 132.382359 132.382359
5432 54.722359 54.722359 132.382359 132.382359
5493 54.722359 54.722359 132.382359 132.382359
5507 54.722358 54.722358 132.382358 132.382358
5650 54.722358 54.722358 132.382358 132.382358
5670 54.722358 54.722358 132.382358 132.382358
5703 54.722358 54.722358 132.382358 132.382358
5790 54.722358 54.722358 132.382358 132.382358
6046 54.722358 54.722358 132.382358 132.382358
6067 54.722358 54.722358 132.382358 132.382358
6371 54.722358 54.722358 132.382358 132.382358
6559 54.722358 54.722358 132.382358 132.382358
7223 54.722358 54.722358 132.382358 132.382358
7340 54.722358 54.722358 132.382358 132.382358
7389 54.722358 54.722358 132.382358 132.382358
7650 54.722358 54.722358 132.382358 132.382358
7750 54.722358 54.722358 132.382358 132.382358
7807 54.722358 54.722358 132.382358 132.382358
7837 54.722358 54.722358 132.382358 132.382358
7999 54.722358 54.722358 132.382358 132.382358
8404 54.722358 54.722358 132.382358 132.382358
8462 54.722358 54.722358 132.382358 132.382358
8507 54.722358 54.722358 132.382358 132.382358
8847 54.722358 54.722358 132.382358 132.382358
8999 54.722358 54.722358 132.382358 132.382358
9186 54.722358 54.722358 132.382358 132.382358
9426 54.722358 54.722358 132.382358 132.382358
9448 54.722358 54.722358 132.382358 132.382358
9457 54.722358 54.722358 132.382358 132.382358
9541 54.722358 54.722358 132.382358 132.382358
9756 54.722358 54.722358 132.382358 132.382358
9838 54.722358 54.722358 132.382358 132.382358
9854 54.722358 54.722358 132.382358 132.382358
9897 54.722358 54.722358 132.382358 132.382358
9975 54.722358 54.722358 132.382358 132.382358
10153 54.722358 54.722358 132.382358 132.382358
10427 54.722358 54.722358 132.382358 132.382358
10790 54.722358 54.722358 132.382358 132.382358
11169 54.722358 54.722358 132.382358 132.382358
50000 54.722358 54.722358 132.382358 132.382358
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 176.803513 176.803513 254.463513 254.463513
16 154.475172 154.475172 232.135172 232.135172
20 142.659253 142.659253 220.319253 220.319253
45 136.326459 136.326459 213.986459 213.986459
70 113.148423 113.148423 190.808423 190.808423
119 112.895849 112.895849 190.555849 190.555849
144 111.959283 111.959283 189.619283 189.619283
180 99.612738 99.612738 177.272738 177.272738
187 96.763882 96.763882 174.423882 174.423882
362 96.405666 96.405666 174.065666 174.065666
384 95.316406 95.316406 172.976406 172.976406
388 93.618498 93.618498 171.278498 171.278498
402 89.040670 89.040670 166.700670 166.700670
405 84.957788 84.957788 162.617788 162.617788
415 84.150946 84.150946 161.810946 161.810946
419 76.438335 76.438335 154.098335 154.098335
422 74.233778 74.233778 151.893778 151.893778
448 71.563062 71.563062 149.223062 149.223062
455 69.919739 69.919739 147.579739 147.579739
462 67.767737 67.767737 145.427737 145.427737
540 67.185428 67.185428 144.845428 144.845428
583 67.106396 67.106396 144.766396 144.766396
718 66.576234 66.576234 144.236234 144.236234
808 66.297483 66.297483 143.957483 143.957483
822 65.927002 65.927002 143.587002 143.587002
917 65.833233 65.833233 143.493233 143.493233
968 65.742878 65.742878 143.402878 143.402878
1224 65.715630 65.715630 143.375630 143.375630
1479 65.715409 65.715409 143.375409 143.375409
1584 65.713213 65.713213 143.373213 143.373213
1640 65.696260 65.696260 143.356260 143.356260
1824 65.685827 65.685827 143.345827 143.345827
1896 65.671745 65.671745 143.331745 143.331745
2357 65.668781 65.668781 143.328781 143.328781
2635 65.668429 65.668429 143.328429 143.328429
2668 65.668353 65.668353 143.328353 143.328353
2767 65.667881 65.667881 143.327881 143.327881
2836 65.667678 65.667678 143.327678 143.327678
2845 65.666981 65.666981 143.326981 143.326981
3376 65.666897 65.666897 143.326897 143.326897
3404 65.666883 65.666883 143.326883 143.326883
3584 65.666868 65.666868 143.326868 143.326868
3738 65.666833 65.666833 143.326833 143.326833
4087 65.666828 65.666828 143.326828 143.326828
4166 65.666817 65.666817 143.326817 143.326817
4417 65.666816 65.666816 143.326816 143.326816
4551 65.666815 65.666815 143.326815 143.326815
4649 65.666815 65.666815 143.326815 143.326815
4800 65.666813 65.666813 143.326813 143.326813
4842 65.666813 65.666813 143.326813 143.326813
5017 65.666812 65.666812 143.326812 143.326812
5341 65.666812 65.666812 143.326812 143.326812
5396 65.666812 65.666812 143.326812 143.326812
5645 65.666812 65.666812 143.326812 143.326812
6079 65.666812 65.666812 143.326812 143.326812
6181 65.666812 65.666812 143.326812 143.326812
6193 65.666812 65.666812 143.326812 143.326812
6362 65.666812 65.666812 143.326812 143.326812
6681 65.666812 65.666812 143.326812 143.326812
6727 65.666812 65.666812 143.326812 143.326812
7136 65.666812 65.666812 143.326812 143.326812
7405 65.666812 65.666812 143.326812 143.326812
7407 65.666812 65.666812 143.326812 143.326812
7602 65.666812 65.666812 143.326812 143.326812
7664 65.666812 65.666812 143.326812 143.326812
7675 65.666812 65.666812 143.326812 143.326812
7755 65.666812 65.666812 143.326812 143.326812
7862 65.666812 65.666812 143.326812 143.326812
8161 65.666812 65.666812 143.326812 143.326812
8366 65.666812 65.666812 143.326812 143.326812
8393 65.666812 65.666812 143.326812 143.326812
8672 65.666812 65.666812 143.326812 143.326812
8766 65.666812 65.666812 143.326812 143.326812
9136 65.666812 65.666812 143.326812 143.326812
9232 65.666812 65.666812 143.326812 143.326812
9300 65.666812 65.666812 143.326812 143.326812
9421 65.666812 65.666812 143.326812 143.326812
9555 65.666812 65.666812 143.326812 143.326812
9618 65.666812 65.666812 143.326812 143.326812
9677 65.666812 65.666812 143.326812 143.326812
9785 65.666812 65.666812 143.326812 143.326812
9811 65.666812 65.666812 143.326812 143.326812
10256 65.666812 65.666812 143.326812 143.326812
10274 65.666812 65.666812 143.326812 143.326812
10583 65.666812 65.666812 143.326812 143.326812
10956 65.666812 65.666812 143.326812 143.326812
50000 65.666812 65.666812 143.326812 143.326812
