"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
3469 15619.053140 15619.053140 15409.173140 15409.173140
3484 15614.544086 15614.544086 15404.664086 15404.664086
3485 15614.444678 15614.444678 15404.564678 15404.564678
3486 15613.514979 15613.514979 15403.634979 15403.634979
3500 15611.890761 15611.890761 15402.010761 15402.010761
3502 15609.337781 15609.337781 15399.457781 15399.457781
3504 15607.706373 15607.706373 15397.826373 15397.826373
3513 15607.435479 15607.435479 15397.555479 15397.555479
3525 15601.708240 15601.708240 15391.828240 15391.828240
3529 15598.741495 15598.741495 15388.861495 15388.861495
3540 15596.531723 15596.531723 15386.651723 15386.651723
3542 15595.156360 15595.156360 15385.276360 15385.276360
3545 15589.645025 15589.645025 15379.765025 15379.765025
3556 15588.020943 15588.020943 15378.140943 15378.140943
3564 15585.867521 15585.867521 15375.987521 15375.987521
3565 15583.582556 15583.582556 15373.702556 15373.702556
3579 15583.394528 15583.394528 15373.514528 15373.514528
3581 15582.015966 15582.015966 15372.135966 15372.135966
3584 15581.414599 15581.414599 15371.534599 15371.534599
3586 15580.023820 15580.023820 15370.143820 15370.143820
3593 15579.005188 15579.005188 15369.125188 15369.125188
3595 15578.527351 15578.527351 15368.647351 15368.647351
3602 15576.326686 15576.326686 15366.446686 15366.446686
3605 15575.330405 15575.330405 15365.450405 15365.450405
3607 15574.777078 15574.777078 15364.897078 15364.897078
3611 15573.163423 15573.163423 15363.283423 15363.283423
3624 15572.110210 15572.110210 15362.230210 15362.230210
3625 15571.159255 15571.159255 15361.279255 15361.279255
3628 15570.445197 15570.445197 15360.565197 15360.565197
3632 15566.278744 15566.278744 15356.398744 15356.398744
3634 15566.269683 15566.269683 15356.389683 15356.389683
3643 15565.033793 15565.033793 15355.153793 15355.153793
3651 15564.266465 15564.266465 15354.386465 15354.386465
3652 15562.847355 15562.847355 15352.967355 15352.967355
3656 15558.825003 15558.825003 15348.945003 15348.945003
3663 15556.896302 15556.896302 15347.016302 15347.016302
3665 15555.023208 15555.023208 15345.143208 15345.143208
3674 15553.520632 15553.520632 15343.640632 15343.640632
3681 15552.344450 15552.344450 15342.464450 15342.464450
3682 15548.142451 15548.142451 15338.262451 15338.262451
3701 15544.347723 15544.347723 15334.467723 15334.467723
3725 15540.966135 15540.966135 15331.086135 15331.086135
3727 15540.319404 15540.319404 15330.439404 15330.439404
3731 15539.704864 15539.704864 15329.824864 15329.824864
3741 15537.271252 15537.271252 15327.391252 15327.391252
3743 15537.167002 15537.167002 15327.287002 15327.287002
3747 15535.614559 15535.614559 15325.734559 15325.734559
3760 15534.709224 15534.709224 15324.829224 15324.829224
3761 15531.767938 15531.767938 15321.887938 15321.887938
3765 15531.383012 15531.383012 15321.503012 15321.503012
3778 15527.912202 15527.912202 15318.032202 15318.032202
3783 15527.462458 15527.462458 15317.582458 15317.582458
3784 15526.348742 15526.348742 15316.468742 15316.468742
3787 15523.065423 15523.065423 15313.185423 15313.185423
3801 15522.406270 15522.406270 15312.526270 15312.526270
3802 15520.751929 15520.751929 15310.871929 15310.871929
3808 15519.781129 15519.781129 15309.901129 15309.901129
3821 15516.866511 15516.866511 15306.986511 15306.986511
3825 15515.789879 15515.789879 15305.909879 15305.909879
3827 15515.168518 15515.168518 15305.288518 15305.288518
3841 15513.703894 15513.703894 15303.823894 15303.823894
3843 15512.111684 15512.111684 15302.231684 15302.231684
3844 15510.498278 15510.498278 15300.618278 15300.618278
3848 15510.257334 15510.257334 15300.377334 15300.377334
3862 15507.322689 15507.322689 15297.442689 15297.442689
3868 15505.623097 15505.623097 15295.743097 15295.743097
3881 15504.059979 15504.059979 15294.179979 15294.179979
3883 15502.987950 15502.987950 15293.107950 15293.107950
3894 15499.189627 15499.189627 15289.309627 15289.309627
3903 15497.608784 15497.608784 15287.728784 15287.728784
3904 15497.349605 15497.349605 15287.469605 15287.469605
3907 15496.091817 15496.091817 15286.211817 15286.211817
3909 15495.943383 15495.943383 15286.063383 15286.063383
3915 15495.099849 15495.099849 15285.219849 15285.219849
3922 15494.784255 15494.784255 15284.904255 15284.904255
3924 15494.642333 15494.642333 15284.762333 15284.762333
3925 15491.729544 15491.729544 15281.849544 15281.849544
3941 15491.377614 15491.377614 15281.497614 15281.497614
3942 15490.310162 15490.310162 15280.430162 15280.430162
3943 15488.461332 15488.461332 15278.581332 15278.581332
3951 15488.174083 15488.174083 15278.294083 15278.294083
3962 15485.428613 15485.428613 15275.548613 15275.548613
3973 15485.336191 15485.336191 15275.456191 15275.456191
3981 15484.763704 15484.763704 15274.883704 15274.883704
3984 15483.200083 15483.200083 15273.320083 15273.320083
3988 15483.196195 15483.196195 15273.316195 15273.316195
4002 15481.643473 15481.643473 15271.763473 15271.763473
4006 15480.965795 15480.965795 15271.085795 15271.085795
4011 15480.560354 15480.560354 15270.680354 15270.680354
4023 15478.829248 15478.829248 15268.949248 15268.949248
4026 15478.289635 15478.289635 15268.409635 15268.409635
4030 15477.836136 15477.836136 15267.956136 15267.956136
4041 15475.708930 15475.708930 15265.828930 15265.828930
4061 15475.321511 15475.321511 15265.441511 15265.441511
4063 15473.141555 15473.141555 15263.261555 15263.261555
4081 15473.003853 15473.003853 15263.123853 15263.123853
4082 15472.316636 15472.316636 15262.436636 15262.436636
4084 15471.389158 15471.389158 15261.509158 15261.509158
4088 15470.015913 15470.015913 15260.135913 15260.135913
4101 15469.639854 15469.639854 15259.759854 15259.759854
4103 15468.707555 15468.707555 15258.827555 15258.827555
4104 15468.559466 15468.559466 15258.679466 15258.679466
4105 15468.335426 15468.335426 15258.455426 15258.455426
4106 15468.065234 15468.065234 15258.185234 15258.185234
4107 15467.637470 15467.637470 15257.757470 15257.757470
4108 15467.310131 15467.310131 15257.430131 15257.430131
4109 15467.152471 15467.152471 15257.272471 15257.272471
4118 15466.776865 15466.776865 15256.896865 15256.896865
4123 15464.895867 15464.895867 15255.015867 15255.015867
4128 15464.530692 15464.530692 15254.650692 15254.650692
4130 15463.376476 15463.376476 15253.496476 15253.496476
4141 15462.668462 15462.668462 15252.788462 15252.788462
4143 15462.177181 15462.177181 15252.297181 15252.297181
4150 15461.174087 15461.174087 15251.294087 15251.294087
4162 15459.711610 15459.711610 15249.831610 15249.831610
4165 15459.383440 15459.383440 15249.503440 15249.503440
4170 15457.169175 15457.169175 15247.289175 15247.289175
4182 15454.741261 15454.741261 15244.861261 15244.861261
4188 15454.397850 15454.397850 15244.517850 15244.517850
4200 15453.622577 15453.622577 15243.742577 15243.742577
4203 15453.454877 15453.454877 15243.574877 15243.574877
4205 15452.348691 15452.348691 15242.468691 15242.468691
4207 15451.760592 15451.760592 15241.880592 15241.880592
4217 15451.487775 15451.487775 15241.607775 15241.607775
4224 15450.145940 15450.145940 15240.265940 15240.265940
4225 15449.881083 15449.881083 15240.001083 15240.001083
4233 15449.229459 15449.229459 15239.349459 15239.349459
4243 15448.222742 15448.222742 15238.342742 15238.342742
4257 15448.134355 15448.134355 15238.254355 15238.254355
4262 15447.663735 15447.663735 15237.783735 15237.783735
4264 15446.702102 15446.702102 15236.822102 15236.822102
4272 15446.372613 15446.372613 15236.492613 15236.492613
4280 15446.345102 15446.345102 15236.465102 15236.465102
4281 15445.539206 15445.539206 15235.659206 15235.659206
4289 15445.178244 15445.178244 15235.298244 15235.298244
4295 15444.216291 15444.216291 15234.336291 15234.336291
4303 15443.798374 15443.798374 15233.918374 15233.918374
4304 15443.566781 15443.566781 15233.686781 15233.686781
4315 15443.003180 15443.003180 15233.123180 15233.123180
4323 15442.847014 15442.847014 15232.967014 15232.967014
4326 15441.647928 15441.647928 15231.767928 15231.767928
4337 15440.646540 15440.646540 15230.766540 15230.766540
4341 15439.203868 15439.203868 15229.323868 15229.323868
4342 15438.989143 15438.989143 15229.109143 15229.109143
4343 15438.795258 15438.795258 15228.915258 15228.915258
4357 15437.912239 15437.912239 15228.032239 15228.032239
4361 15437.612725 15437.612725 15227.732725 15227.732725
4363 15436.857171 15436.857171 15226.977171 15226.977171
4369 15435.737094 15435.737094 15225.857094 15225.857094
4387 15434.941066 15434.941066 15225.061066 15225.061066
4388 15434.298565 15434.298565 15224.418565 15224.418565
4405 15433.794799 15433.794799 15223.914799 15223.914799
4410 15433.280908 15433.280908 15223.400908 15223.400908
4415 15432.828709 15432.828709 15222.948709 15222.948709
4426 15432.650542 15432.650542 15222.770542 15222.770542
4430 15432.550941 15432.550941 15222.670941 15222.670941
4438 15432.001158 15432.001158 15222.121158 15222.121158
4441 15431.383691 15431.383691 15221.503691 15221.503691
4448 15431.212391 15431.212391 15221.332391 15221.332391
4451 15430.559364 15430.559364 15220.679364 15220.679364
4452 15430.005496 15430.005496 15220.125496 15220.125496
4461 15429.183849 15429.183849 15219.303849 15219.303849
4471 15428.237214 15428.237214 15218.357214 15218.357214
4481 15427.726011 15427.726011 15217.846011 15217.846011
4482 15426.578060 15426.578060 15216.698060 15216.698060
4503 15425.198663 15425.198663 15215.318663 15215.318663
4509 15425.030084 15425.030084 15215.150084 15215.150084
4521 15423.514747 15423.514747 15213.634747 15213.634747
4531 15423.371539 15423.371539 15213.491539 15213.491539
4541 15422.999651 15422.999651 15213.119651 15213.119651
4548 15422.744215 15422.744215 15212.864215 15212.864215
4550 15422.427247 15422.427247 15212.547247 15212.547247
4552 15421.923847 15421.923847 15212.043847 15212.043847
4561 15420.427550 15420.427550 15210.547550 15210.547550
4581 15419.213978 15419.213978 15209.333978 15209.333978
4596 15418.906202 15418.906202 15209.026202 15209.026202
4601 15418.661443 15418.661443 15208.781443 15208.781443
4602 15418.400463 15418.400463 15208.520463 15208.520463
4604 15417.766084 15417.766084 15207.886084 15207.886084
4608 15417.595700 15417.595700 15207.715700 15207.715700
4613 15417.528417 15417.528417 15207.648417 15207.648417
4625 15416.383434 15416.383434 15206.503434 15206.503434
4637 15416.096721 15416.096721 15206.216721 15206.216721
4641 15416.084103 15416.084103 15206.204103 15206.204103
4643 15414.959494 15414.959494 15205.079494 15205.079494
4660 15414.567064 15414.567064 15204.687064 15204.687064
4661 15414.285984 15414.285984 15204.405984 15204.405984
4668 15413.750651 15413.750651 15203.870651 15203.870651
4678 15413.440045 15413.440045 15203.560045 15203.560045
4681 15413.242234 15413.242234 15203.362234 15203.362234
4682 15412.923742 15412.923742 15203.043742 15203.043742
4686 15412.803347 15412.803347 15202.923347 15202.923347
4687 15412.444098 15412.444098 15202.564098 15202.564098
4693 15412.437812 15412.437812 15202.557812 15202.557812
4703 15412.308062 15412.308062 15202.428062 15202.428062
4705 15411.817333 15411.817333 15201.937333 15201.937333
4719 15411.623100 15411.623100 15201.743100 15201.743100
4721 15411.538551 15411.538551 15201.658551 15201.658551
4730 15411.151293 15411.151293 15201.271293 15201.271293
4735 15409.975135 15409.975135 15200.095135 15200.095135
4741 15409.388651 15409.388651 15199.508651 15199.508651
4748 15409.273146 15409.273146 15199.393146 15199.393146
4750 15408.709317 15408.709317 15198.829317 15198.829317
4763 15408.474786 15408.474786 15198.594786 15198.594786
4766 15408.049942 15408.049942 15198.169942 15198.169942
4770 15407.673380 15407.673380 15197.793380 15197.793380
4781 15407.486489 15407.486489 15197.606489 15197.606489
4787 15407.475072 15407.475072 15197.595072 15197.595072
4792 15407.191836 15407.191836 15197.311836 15197.311836
4800 15406.753914 15406.753914 15196.873914 15196.873914
4804 15405.993379 15405.993379 15196.113379 15196.113379
4824 15405.443950 15405.443950 15195.563950 15195.563950
4825 15405.420247 15405.420247 15195.540247 15195.540247
4826 15404.881620 15404.881620 15195.001620 15195.001620
4830 15404.821979 15404.821979 15194.941979 15194.941979
4841 15404.400252 15404.400252 15194.520252 15194.520252
4844 15403.654363 15403.654363 15193.774363 15193.774363
4864 15403.301085 15403.301085 15193.421085 15193.421085
4865 15403.230791 15403.230791 15193.350791 15193.350791
4867 15403.160112 15403.160112 15193.280112 15193.280112
4877 15402.947472 15402.947472 15193.067472 15193.067472
4881 15402.779733 15402.779733 15192.899733 15192.899733
4888 15402.691844 15402.691844 15192.811844 15192.811844
4890 15402.643204 15402.643204 15192.763204 15192.763204
4891 15402.221563 15402.221563 15192.341563 15192.341563
4898 15401.945289 15401.945289 15192.065289 15192.065289
4903 15401.198806 15401.198806 15191.318806 15191.318806
4904 15400.634976 15400.634976 15190.754976 15190.754976
4925 15400.122804 15400.122804 15190.242804 15190.242804
4943 15399.147223 15399.147223 15189.267223 15189.267223
4962 15398.520002 15398.520002 15188.640002 15188.640002
4971 15398.358542 15398.358542 15188.478542 15188.478542
4981 15397.589033 15397.589033 15187.709033 15187.709033
5004 15397.216330 15397.216330 15187.336330 15187.336330
5007 15397.173440 15397.173440 15187.293440 15187.293440
5009 15397.028090 15397.028090 15187.148090 15187.148090
5012 15396.878212 15396.878212 15186.998212 15186.998212
5023 15396.613383 15396.613383 15186.733383 15186.733383
5026 15396.474136 15396.474136 15186.594136 15186.594136
5041 15395.989905 15395.989905 15186.109905 15186.109905
5046 15395.936059 15395.936059 15186.056059 15186.056059
5050 15395.805542 15395.805542 15185.925542 15185.925542
5051 15395.732985 15395.732985 15185.852985 15185.852985
5061 15395.703338 15395.703338 15185.823338 15185.823338
5064 15395.673975 15395.673975 15185.793975 15185.793975
5065 15395.451236 15395.451236 15185.571236 15185.571236
5082 15395.226483 15395.226483 15185.346483 15185.346483
5085 15395.181987 15395.181987 15185.301987 15185.301987
5089 15395.125369 15395.125369 15185.245369 15185.245369
5093 15394.606734 15394.606734 15184.726734 15184.726734
5102 15394.548636 15394.548636 15184.668636 15184.668636
5105 15393.978100 15393.978100 15184.098100 15184.098100
5122 15393.967708 15393.967708 15184.087708 15184.087708
5125 15393.814639 15393.814639 15183.934639 15183.934639
5140 15393.554632 15393.554632 15183.674632 15183.674632
5141 15393.303326 15393.303326 15183.423326 15183.423326
5146 15392.770522 15392.770522 15182.890522 15182.890522
5161 15392.630576 15392.630576 15182.750576 15182.750576
5166 15392.456592 15392.456592 15182.576592 15182.576592
5168 15392.155741 15392.155741 15182.275741 15182.275741
5172 15391.858146 15391.858146 15181.978146 15181.978146
5177 15391.852043 15391.852043 15181.972043 15181.972043
5185 15391.546303 15391.546303 15181.666303 15181.666303
5189 15391.431594 15391.431594 15181.551594 15181.551594
5202 15391.348137 15391.348137 15181.468137 15181.468137
5204 15391.214204 15391.214204 15181.334204 15181.334204
5208 15391.136126 15391.136126 15181.256126 15181.256126
5215 15390.994406 15390.994406 15181.114406 15181.114406
5221 15390.902412 15390.902412 15181.022412 15181.022412
5222 15390.698260 15390.698260 15180.818260 15180.818260
5223 15390.618317 15390.618317 15180.738317 15180.738317
5242 15390.493039 15390.493039 15180.613039 15180.613039
5248 15390.396440 15390.396440 15180.516440 15180.516440
5251 15390.310841 15390.310841 15180.430841 15180.430841
5257 15390.234139 15390.234139 15180.354139 15180.354139
5262 15389.969448 15389.969448 15180.089448 15180.089448
5267 15389.652482 15389.652482 15179.772482 15179.772482
5283 15389.597081 15389.597081 15179.717081 15179.717081
5284 15389.463637 15389.463637 15179.583637 15179.583637
5289 15389.318134 15389.318134 15179.438134 15179.438134
5296 15389.297282 15389.297282 15179.417282 15179.417282
5302 15389.016123 15389.016123 15179.136123 15179.136123
5303 15388.861105 15388.861105 15178.981105 15178.981105
5312 15388.849751 15388.849751 15178.969751 15178.969751
5321 15388.710577 15388.710577 15178.830577 15178.830577
5322 15388.528239 15388.528239 15178.648239 15178.648239
5334 15388.490105 15388.490105 15178.610105 15178.610105
5339 15388.396880 15388.396880 15178.516880 15178.516880
5341 15387.828537 15387.828537 15177.948537 15177.948537
5361 15387.755787 15387.755787 15177.875787 15177.875787
5367 15387.474831 15387.474831 15177.594831 15177.594831
5384 15387.418616 15387.418616 15177.538616 15177.538616
5388 15387.394775 15387.394775 15177.514775 15177.514775
5391 15387.083887 15387.083887 15177.203887 15177.203887
5401 15386.882550 15386.882550 15177.002550 15177.002550
5404 15386.859427 15386.859427 15176.979427 15176.979427
5407 15386.775607 15386.775607 15176.895607 15176.895607
5421 15386.648911 15386.648911 15176.768911 15176.768911
5426 15386.596316 15386.596316 15176.716316 15176.716316
5427 15386.356321 15386.356321 15176.476321 15176.476321
5438 15386.313450 15386.313450 15176.433450 15176.433450
5441 15386.237866 15386.237866 15176.357866 15176.357866
5442 15386.170234 15386.170234 15176.290234 15176.290234
5449 15386.046237 15386.046237 15176.166237 15176.166237
5459 15385.987086 15385.987086 15176.107086 15176.107086
5461 15385.831415 15385.831415 15175.951415 15175.951415
5464 15385.772273 15385.772273 15175.892273 15175.892273
5465 15385.701757 15385.701757 15175.821757 15175.821757
5481 15385.561855 15385.561855 15175.681855 15175.681855
5486 15385.475263 15385.475263 15175.595263 15175.595263
5488 15385.443677 15385.443677 15175.563677 15175.563677
5499 15385.428659 15385.428659 15175.548659 15175.548659
5501 15385.037289 15385.037289 15175.157289 15175.157289
5517 15385.028898 15385.028898 15175.148898 15175.148898
5521 15384.740721 15384.740721 15174.860721 15174.860721
5532 15384.733766 15384.733766 15174.853766 15174.853766
5543 15384.426040 15384.426040 15174.546040 15174.546040
5544 15384.397690 15384.397690 15174.517690 15174.517690
5556 15384.361408 15384.361408 15174.481408 15174.481408
5561 15384.322735 15384.322735 15174.442735 15174.442735
5562 15384.270398 15384.270398 15174.390398 15174.390398
5563 15384.257823 15384.257823 15174.377823 15174.377823
5566 15384.231927 15384.231927 15174.351927 15174.351927
5572 15384.108905 15384.108905 15174.228905 15174.228905
5585 15383.873226 15383.873226 15173.993226 15173.993226
5595 15383.853531 15383.853531 15173.973531 15173.973531
5602 15383.728772 15383.728772 15173.848772 15173.848772
5605 15383.662990 15383.662990 15173.782990 15173.782990
5613 15383.475065 15383.475065 15173.595065 15173.595065
5618 15383.474437 15383.474437 15173.594437 15173.594437
5623 15383.346205 15383.346205 15173.466205 15173.466205
5628 15383.343921 15383.343921 15173.463921 15173.463921
5629 15383.238186 15383.238186 15173.358186 15173.358186
5641 15382.792141 15382.792141 15172.912141 15172.912141
5666 15382.671205 15382.671205 15172.791205 15172.791205
5675 15382.667932 15382.667932 15172.787932 15172.787932
5680 15382.578719 15382.578719 15172.698719 15172.698719
5682 15382.481138 15382.481138 15172.601138 15172.601138
5683 15382.322772 15382.322772 15172.442772 15172.442772
5695 15382.282285 15382.282285 15172.402285 15172.402285
5701 15382.262738 15382.262738 15172.382738 15172.382738
5705 15382.109960 15382.109960 15172.229960 15172.229960
5707 15382.058073 15382.058073 15172.178073 15172.178073
5722 15381.655772 15381.655772 15171.775772 15171.775772
5741 15381.537305 15381.537305 15171.657305 15171.657305
5753 15381.516996 15381.516996 15171.636996 15171.636996
5761 15381.414332 15381.414332 15171.534332 15171.534332
5767 15381.388386 15381.388386 15171.508386 15171.508386
5781 15381.380074 15381.380074 15171.500074 15171.500074
5783 15381.277851 15381.277851 15171.397851 15171.397851
5787 15381.248172 15381.248172 15171.368172 15171.368172
5801 15381.143834 15381.143834 15171.263834 15171.263834
5802 15381.059226 15381.059226 15171.179226 15171.179226
5821 15381.045839 15381.045839 15171.165839 15171.165839
5822 15381.038142 15381.038142 15171.158142 15171.158142
5832 15381.037910 15381.037910 15171.157910 15171.157910
5838 15380.790182 15380.790182 15170.910182 15170.910182
5841 15380.764021 15380.764021 15170.884021 15170.884021
5842 15380.735443 15380.735443 15170.855443 15170.855443
5847 15380.701588 15380.701588 15170.821588 15170.821588
5851 15380.693250 15380.693250 15170.813250 15170.813250
5854 15380.645217 15380.645217 15170.765217 15170.765217
5862 15380.441195 15380.441195 15170.561195 15170.561195
5881 15380.379740 15380.379740 15170.499740 15170.499740
5885 15380.294488 15380.294488 15170.414488 15170.414488
5895 15380.248482 15380.248482 15170.368482 15170.368482
5901 15380.148735 15380.148735 15170.268735 15170.268735
5904 15380.086560 15380.086560 15170.206560 15170.206560
5913 15380.031156 15380.031156 15170.151156 15170.151156
5923 15379.934897 15379.934897 15170.054897 15170.054897
5924 15379.926625 15379.926625 15170.046625 15170.046625
5939 15379.847749 15379.847749 15169.967749 15169.967749
5941 15379.780252 15379.780252 15169.900252 15169.900252
5944 15379.754803 15379.754803 15169.874803 15169.874803
5945 15379.701636 15379.701636 15169.821636 15169.821636
5954 15379.628859 15379.628859 15169.748859 15169.748859
5961 15379.466566 15379.466566 15169.586566 15169.586566
5971 15379.446171 15379.446171 15169.566171 15169.566171
5974 15379.380179 15379.380179 15169.500179 15169.500179
5981 15379.357858 15379.357858 15169.477858 15169.477858
5982 15379.219135 15379.219135 15169.339135 15169.339135
5997 15379.208107 15379.208107 15169.328107 15169.328107
6003 15379.176468 15379.176468 15169.296468 15169.296468
6009 15379.118528 15379.118528 15169.238528 15169.238528
6013 15379.092066 15379.092066 15169.212066 15169.212066
6022 15379.016649 15379.016649 15169.136649 15169.136649
6028 15379.009743 15379.009743 15169.129743 15169.129743
6042 15379.006817 15379.006817 15169.126817 15169.126817
6043 15378.962750 15378.962750 15169.082750 15169.082750
6046 15378.940332 15378.940332 15169.060332 15169.060332
6051 15378.899419 15378.899419 15169.019419 15169.019419
6060 15378.882928 15378.882928 15169.002928 15169.002928
6066 15378.718956 15378.718956 15168.838956 15168.838956
6083 15378.668156 15378.668156 15168.788156 15168.788156
6087 15378.630690 15378.630690 15168.750690 15168.750690
6093 15378.542487 15378.542487 15168.662487 15168.662487
6101 15378.527068 15378.527068 15168.647068 15168.647068
6102 15378.458404 15378.458404 15168.578404 15168.578404
6110 15378.457816 15378.457816 15168.577816 15168.577816
6111 15378.387840 15378.387840 15168.507840 15168.507840
6128 15378.376373 15378.376373 15168.496373 15168.496373
6129 15378.311894 15378.311894 15168.431894 15168.431894
6133 15378.283668 15378.283668 15168.403668 15168.403668
6134 15378.141607 15378.141607 15168.261607 15168.261607
6141 15378.133037 15378.133037 15168.253037 15168.253037
6142 15378.087195 15378.087195 15168.207195 15168.207195
6147 15378.050107 15378.050107 15168.170107 15168.170107
6161 15378.001900 15378.001900 15168.121900 15168.121900
6164 15377.999625 15377.999625 15168.119625 15168.119625
6165 15377.926030 15377.926030 15168.046030 15168.046030
6182 15377.791806 15377.791806 15167.911806 15167.911806
6186 15377.777895 15377.777895 15167.897895 15167.897895
6190 15377.755675 15377.755675 15167.875675 15167.875675
6205 15377.639465 15377.639465 15167.759465 15167.759465
6219 15377.581936 15377.581936 15167.701936 15167.701936
6221 15377.532560 15377.532560 15167.652560 15167.652560
6222 15377.528837 15377.528837 15167.648837 15167.648837
6226 15377.519753 15377.519753 15167.639753 15167.639753
6227 15377.512880 15377.512880 15167.632880 15167.632880
6241 15377.504280 15377.504280 15167.624280 15167.624280
6245 15377.454523 15377.454523 15167.574523 15167.574523
6254 15377.453664 15377.453664 15167.573664 15167.573664
6260 15377.435046 15377.435046 15167.555046 15167.555046
6261 15377.384480 15377.384480 15167.504480 15167.504480
6267 15377.349327 15377.349327 15167.469327 15167.469327
6270 15377.336310 15377.336310 15167.456310 15167.456310
6281 15377.222248 15377.222248 15167.342248 15167.342248
6301 15377.164238 15377.164238 15167.284238 15167.284238
6308 15377.153505 15377.153505 15167.273505 15167.273505
6311 15377.134614 15377.134614 15167.254614 15167.254614
6316 15377.109226 15377.109226 15167.229226 15167.229226
6322 15377.046468 15377.046468 15167.166468 15167.166468
6335 15376.987192 15376.987192 15167.107192 15167.107192
6341 15376.946520 15376.946520 15167.066520 15167.066520
6342 15376.942194 15376.942194 15167.062194 15167.062194
6345 15376.936573 15376.936573 15167.056573 15167.056573
6353 15376.920768 15376.920768 15167.040768 15167.040768
6366 15376.906674 15376.906674 15167.026674 15167.026674
6368 15376.794043 15376.794043 15166.914043 15166.914043
6381 15376.747466 15376.747466 15166.867466 15166.867466
6386 15376.701782 15376.701782 15166.821782 15166.821782
6394 15376.686778 15376.686778 15166.806778 15166.806778
6402 15376.647139 15376.647139 15166.767139 15166.767139
6410 15376.571668 15376.571668 15166.691668 15166.691668
6421 15376.558660 15376.558660 15166.678660 15166.678660
6422 15376.531400 15376.531400 15166.651400 15166.651400
6427 15376.528602 15376.528602 15166.648602 15166.648602
6429 15376.501491 15376.501491 15166.621491 15166.621491
6441 15376.494150 15376.494150 15166.614150 15166.614150
6442 15376.490989 15376.490989 15166.610989 15166.610989
6443 15376.483264 15376.483264 15166.603264 15166.603264
6444 15376.472354 15376.472354 15166.592354 15166.592354
6449 15376.456039 15376.456039 15166.576039 15166.576039
6455 15376.440573 15376.440573 15166.560573 15166.560573
6458 15376.409213 15376.409213 15166.529213 15166.529213
6462 15376.390675 15376.390675 15166.510675 15166.510675
6465 15376.385541 15376.385541 15166.505541 15166.505541
6466 15376.364167 15376.364167 15166.484167 15166.484167
6480 15376.323805 15376.323805 15166.443805 15166.443805
6483 15376.313405 15376.313405 15166.433405 15166.433405
6486 15376.234658 15376.234658 15166.354658 15166.354658
6490 15376.229353 15376.229353 15166.349353 15166.349353
6501 15376.211973 15376.211973 15166.331973 15166.331973
6510 15376.182329 15376.182329 15166.302329 15166.302329
6521 15376.165796 15376.165796 15166.285796 15166.285796
6522 15376.165133 15376.165133 15166.285133 15166.285133
6523 15376.132897 15376.132897 15166.252897 15166.252897
6528 15376.093251 15376.093251 15166.213251 15166.213251
6542 15376.080960 15376.080960 15166.200960 15166.200960
6543 15376.048260 15376.048260 15166.168260 15166.168260
6546 15376.024801 15376.024801 15166.144801 15166.144801
6563 15375.967065 15375.967065 15166.087065 15166.087065
6565 15375.958964 15375.958964 15166.078964 15166.078964
6566 15375.933504 15375.933504 15166.053504 15166.053504
6583 15375.883164 15375.883164 15166.003164 15166.003164
6596 15375.868685 15375.868685 15165.988685 15165.988685
6601 15375.858396 15375.858396 15165.978396 15165.978396
6602 15375.818714 15375.818714 15165.938714 15165.938714
6612 15375.784237 15375.784237 15165.904237 15165.904237
6622 15375.778396 15375.778396 15165.898396 15165.898396
6623 15375.733590 15375.733590 15165.853590 15165.853590
6644 15375.716558 15375.716558 15165.836558 15165.836558
6646 15375.668786 15375.668786 15165.788786 15165.788786
6662 15375.651813 15375.651813 15165.771813 15165.771813
6666 15375.648734 15375.648734 15165.768734 15165.768734
6667 15375.621859 15375.621859 15165.741859 15165.741859
6682 15375.601063 15375.601063 15165.721063 15165.721063
6687 15375.563753 15375.563753 15165.683753 15165.683753
6698 15375.560010 15375.560010 15165.680010 15165.680010
6705 15375.514173 15375.514173 15165.634173 15165.634173
6722 15375.493928 15375.493928 15165.613928 15165.613928
6733 15375.482958 15375.482958 15165.602958 15165.602958
6735 15375.455810 15375.455810 15165.575810 15165.575810
6736 15375.454652 15375.454652 15165.574652 15165.574652
6741 15375.427483 15375.427483 15165.547483 15165.547483
6762 15375.419488 15375.419488 15165.539488 15165.539488
6763 15375.406732 15375.406732 15165.526732 15165.526732
6765 15375.393054 15375.393054 15165.513054 15165.513054
6784 15375.362081 15375.362081 15165.482081 15165.482081
6787 15375.359557 15375.359557 15165.479557 15165.479557
6788 15375.358571 15375.358571 15165.478571 15165.478571
6793 15375.334590 15375.334590 15165.454590 15165.454590
6801 15375.323698 15375.323698 15165.443698 15165.443698
6805 15375.303364 15375.303364 15165.423364 15165.423364
6814 15375.296456 15375.296456 15165.416456 15165.416456
6821 15375.288823 15375.288823 15165.408823 15165.408823
6824 15375.237708 15375.237708 15165.357708 15165.357708
6841 15375.236286 15375.236286 15165.356286 15165.356286
6842 15375.201229 15375.201229 15165.321229 15165.321229
6846 15375.196252 15375.196252 15165.316252 15165.316252
6862 15375.170296 15375.170296 15165.290296 15165.290296
6863 15375.144645 15375.144645 15165.264645 15165.264645
6870 15375.128326 15375.128326 15165.248326 15165.248326
6881 15375.088504 15375.088504 15165.208504 15165.208504
6901 15375.064303 15375.064303 15165.184303 15165.184303
6904 15375.061704 15375.061704 15165.181704 15165.181704
