"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
2004 10057.184897 10057.184897 9847.304897 9847.304897
2008 10004.262100 10004.262100 9794.382100 9794.382100
2010 9980.981920 9980.981920 9771.101920 9771.101920
2022 9924.203309 9924.203309 9714.323309 9714.323309
2029 9890.492439 9890.492439 9680.612439 9680.612439
2034 9878.058728 9878.058728 9668.178728 9668.178728
2044 9829.404682 9829.404682 9619.524682 9619.524682
2050 9780.982628 9780.982628 9571.102628 9571.102628
2062 9599.106006 9599.106006 9389.226006 9389.226006
2067 9592.378075 9592.378075 9382.498075 9382.498075
2082 9579.246599 9579.246599 9369.366599 9369.366599
2083 9466.123815 9466.123815 9256.243815 9256.243815
2095 9447.512874 9447.512874 9237.632874 9237.632874
2101 9399.573833 9399.573833 9189.693833 9189.693833
2104 9380.702798 9380.702798 9170.822798 9170.822798
2106 9349.602360 9349.602360 9139.722360 9139.722360
2112 9240.138042 9240.138042 9030.258042 9030.258042
2122 9236.295111 9236.295111 9026.415111 9026.415111
2124 9185.095169 9185.095169 8975.215169 8975.215169
2125 9154.047617 9154.047617 8944.167617 8944.167617
2128 9140.901921 9140.901921 8931.021921 8931.021921
2129 9113.979165 9113.979165 8904.099165 8904.099165
2141 9014.019542 9014.019542 8804.139542 8804.139542
2142 8963.742336 8963.742336 8753.862336 8753.862336
2151 8952.772936 8952.772936 8742.892936 8742.892936
2162 8843.946223 8843.946223 8634.066223 8634.066223
2181 8814.525705 8814.525705 8604.645705 8604.645705
2184 8778.492469 8778.492469 8568.612469 8568.612469
2185 8775.626868 8775.626868 8565.746868 8565.746868
2189 8727.273736 8727.273736 8517.393736 8517.393736
2190 8682.428115 8682.428115 8472.548115 8472.548115
2201 8657.113230 8657.113230 8447.233230 8447.233230
2204 8569.157228 8569.157228 8359.277228 8359.277228
2212 8540.641015 8540.641015 8330.761015 8330.761015
2222 8538.227103 8538.227103 8328.347103 8328.347103
2232 8440.036564 8440.036564 8230.156564 8230.156564
2242 8344.347860 8344.347860 8134.467860 8134.467860
2245 8247.201591 8247.201591 8037.321591 8037.321591
2265 8214.311966 8214.311966 8004.431966 8004.431966
2268 8181.684000 8181.684000 7971.804000 7971.804000
2269 8162.814251 8162.814251 7952.934251 7952.934251
2283 8072.764488 8072.764488 7862.884488 7862.884488
2290 8058.805556 8058.805556 7848.925556 7848.925556
2302 7961.049633 7961.049633 7751.169633 7751.169633
2323 7910.753721 7910.753721 7700.873721 7700.873721
2326 7894.980342 7894.980342 7685.100342 7685.100342
2330 7882.429468 7882.429468 7672.549468 7672.549468
2340 7830.968049 7830.968049 7621.088049 7621.088049
2342 7827.372764 7827.372764 7617.492764 7617.492764
2344 7757.936069 7757.936069 7548.056069 7548.056069
2345 7726.093577 7726.093577 7516.213577 7516.213577
2353 7695.700249 7695.700249 7485.820249 7485.820249
2361 7634.544051 7634.544051 7424.664051 7424.664051
2363 7622.932673 7622.932673 7413.052673 7413.052673
2370 7565.660926 7565.660926 7355.780926 7355.780926
2382 7519.010623 7519.010623 7309.130623 7309.130623
2390 7490.355715 7490.355715 7280.475715 7280.475715
2401 7469.756014 7469.756014 7259.876014 7259.876014
2402 7463.230160 7463.230160 7253.350160 7253.350160
2403 7421.996758 7421.996758 7212.116758 7212.116758
2419 7409.577693 7409.577693 7199.697693 7199.697693
2420 7366.300983 7366.300983 7156.420983 7156.420983
2423 7291.979588 7291.979588 7082.099588 7082.099588
2444 7280.143748 7280.143748 7070.263748 7070.263748
2447 7264.865536 7264.865536 7054.985536 7054.985536
2448 7169.669606 7169.669606 6959.789606 6959.789606
2461 7153.920700 7153.920700 6944.040700 6944.040700
2469 7132.937466 7132.937466 6923.057466 6923.057466
2473 7117.903673 7117.903673 6908.023673 6908.023673
2477 7085.997195 7085.997195 6876.117195 6876.117195
2481 6996.418922 6996.418922 6786.538922 6786.538922
2482 6995.837829 6995.837829 6785.957829 6785.957829
2501 6978.839065 6978.839065 6768.959065 6768.959065
2505 6928.822184 6928.822184 6718.942184 6718.942184
2514 6845.919362 6845.919362 6636.039362 6636.039362
2522 6815.860958 6815.860958 6605.980958 6605.980958
2523 6711.478216 6711.478216 6501.598216 6501.598216
2542 6631.142910 6631.142910 6421.262910 6421.262910
2565 6626.728180 6626.728180 6416.848180 6416.848180
2567 6582.751893 6582.751893 6372.871893 6372.871893
2582 6561.948364 6561.948364 6352.068364 6352.068364
2593 6549.284012 6549.284012 6339.404012 6339.404012
2594 6524.181797 6524.181797 6314.301797 6314.301797
2596 6483.926409 6483.926409 6274.046409 6274.046409
2604 6476.072202 6476.072202 6266.192202 6266.192202
2608 6430.925858 6430.925858 6221.045858 6221.045858
2622 6396.143541 6396.143541 6186.263541 6186.263541
2638 6354.827110 6354.827110 6144.947110 6144.947110
2641 6296.629070 6296.629070 6086.749070 6086.749070
2645 6280.228017 6280.228017 6070.348017 6070.348017
2661 6272.999733 6272.999733 6063.119733 6063.119733
2663 6254.114275 6254.114275 6044.234275 6044.234275
2664 6236.099415 6236.099415 6026.219415 6026.219415
2672 6230.969957 6230.969957 6021.089957 6021.089957
2681 6190.450766 6190.450766 5980.570766 5980.570766
2690 6187.477914 6187.477914 5977.597914 5977.597914
2692 6181.652922 6181.652922 5971.772922 5971.772922
2701 6143.494928 6143.494928 5933.614928 5933.614928
2702 6119.698369 6119.698369 5909.818369 5909.818369
2718 6114.924471 6114.924471 5905.044471 5905.044471
2724 6067.748168 6067.748168 5857.868168 5857.868168
2744 6045.584969 6045.584969 5835.704969 5835.704969
2748 5994.296658 5994.296658 5784.416658 5784.416658
2761 5930.968804 5930.968804 5721.088804 5721.088804
2781 5893.554542 5893.554542 5683.674542 5683.674542
2783 5833.499086 5833.499086 5623.619086 5623.619086
2799 5820.471091 5820.471091 5610.591091 5610.591091
2805 5784.093402 5784.093402 5574.213402 5574.213402
2808 5751.238529 5751.238529 5541.358529 5541.358529
2821 5715.994895 5715.994895 5506.114895 5506.114895
2825 5699.790742 5699.790742 5489.910742 5489.910742
2829 5693.900640 5693.900640 5484.020640 5484.020640
2841 5681.046773 5681.046773 5471.166773 5471.166773
2842 5651.474343 5651.474343 5441.594343 5441.594343
2855 5645.174414 5645.174414 5435.294414 5435.294414
2860 5640.947295 5640.947295 5431.067295 5431.067295
2862 5634.389543 5634.389543 5424.509543 5424.509543
2865 5634.290445 5634.290445 5424.410445 5424.410445
2868 5622.134316 5622.134316 5412.254316 5412.254316
2869 5603.134879 5603.134879 5393.254879 5393.254879
2871 5591.222241 5591.222241 5381.342241 5381.342241
2883 5578.503593 5578.503593 5368.623593 5368.623593
2884 5575.429893 5575.429893 5365.549893 5365.549893
2887 5559.902965 5559.902965 5350.022965 5350.022965
2889 5533.486391 5533.486391 5323.606391 5323.606391
2903 5499.609591 5499.609591 5289.729591 5289.729591
2906 5498.202199 5498.202199 5288.322199 5288.322199
2910 5477.033841 5477.033841 5267.153841 5267.153841
2921 5439.750347 5439.750347 5229.870347 5229.870347
2937 5432.977590 5432.977590 5223.097590 5223.097590
2941 5405.826277 5405.826277 5195.946277 5195.946277
2944 5394.046153 5394.046153 5184.166153 5184.166153
2957 5375.033456 5375.033456 5165.153456 5165.153456
2962 5349.772653 5349.772653 5139.892653 5139.892653
2968 5338.445209 5338.445209 5128.565209 5128.565209
2982 5332.159208 5332.159208 5122.279208 5122.279208
2983 5276.204785 5276.204785 5066.324785 5066.324785
3002 5267.971411 5267.971411 5058.091411 5058.091411
3003 5252.708116 5252.708116 5042.828116 5042.828116
3004 5243.038056 5243.038056 5033.158056 5033.158056
3006 5239.650788 5239.650788 5029.770788 5029.770788
3013 5233.146636 5233.146636 5023.266636 5023.266636
3021 5187.413450 5187.413450 4977.533450 4977.533450
3041 5164.753220 5164.753220 4954.873220 4954.873220
3044 5151.120357 5151.120357 4941.240357 4941.240357
3047 5137.804195 5137.804195 4927.924195 4927.924195
3061 5135.076071 5135.076071 4925.196071 4925.196071
3064 5110.635376 5110.635376 4900.755376 4900.755376
3074 5098.418575 5098.418575 4888.538575 4888.538575
3081 5078.757137 5078.757137 4868.877137 4868.877137
3082 5056.795857 5056.795857 4846.915857 4846.915857
3086 5047.910433 5047.910433 4838.030433 4838.030433
3102 5025.636940 5025.636940 4815.756940 4815.756940
3108 5023.136819 5023.136819 4813.256819 4813.256819
3116 5018.976733 5018.976733 4809.096733 4809.096733
3122 4990.082732 4990.082732 4780.202732 4780.202732
3123 4972.908153 4972.908153 4763.028153 4763.028153
3141 4938.483877 4938.483877 4728.603877 4728.603877
3152 4937.410717 4937.410717 4727.530717 4727.530717
3162 4926.607909 4926.607909 4716.727909 4716.727909
3180 4918.717748 4918.717748 4708.837748 4708.837748
3184 4884.133849 4884.133849 4674.253849 4674.253849
3195 4877.244543 4877.244543 4667.364543 4667.364543
3201 4867.761354 4867.761354 4657.881354 4657.881354
3206 4853.994808 4853.994808 4644.114808 4644.114808
3209 4842.645354 4842.645354 4632.765354 4632.765354
3222 4814.898183 4814.898183 4605.018183 4605.018183
3230 4813.927614 4813.927614 4604.047614 4604.047614
3241 4793.770625 4793.770625 4583.890625 4583.890625
3245 4782.863866 4782.863866 4572.983866 4572.983866
3261 4779.629151 4779.629151 4569.749151 4569.749151
3262 4773.533355 4773.533355 4563.653355 4563.653355
3269 4754.111904 4754.111904 4544.231904 4544.231904
3279 4754.091674 4754.091674 4544.211674 4544.211674
3282 4748.586773 4748.586773 4538.706773 4538.706773
3284 4744.460957 4744.460957 4534.580957 4534.580957
3286 4741.431040 4741.431040 4531.551040 4531.551040
3296 4738.381437 4738.381437 4528.501437 4528.501437
3300 4732.148935 4732.148935 4522.268935 4522.268935
3301 4731.513687 4731.513687 4521.633687 4521.633687
3303 4731.032655 4731.032655 4521.152655 4521.152655
3305 4684.125875 4684.125875 4474.245875 4474.245875
3324 4672.102609 4672.102609 4462.222609 4462.222609
3328 4664.676307 4664.676307 4454.796307 4454.796307
3330 4660.480702 4660.480702 4450.600702 4450.600702
3341 4649.086853 4649.086853 4439.206853 4439.206853
3346 4648.384208 4648.384208 4438.504208 4438.504208
3354 4638.884943 4638.884943 4429.004943 4429.004943
3363 4638.551084 4638.551084 4428.671084 4428.671084
3365 4614.759990 4614.759990 4404.879990 4404.879990
3366 4610.356781 4610.356781 4400.476781 4400.476781
3371 4605.008802 4605.008802 4395.128802 4395.128802
3386 4602.029456 4602.029456 4392.149456 4392.149456
3387 4577.996885 4577.996885 4368.116885 4368.116885
3392 4568.363074 4568.363074 4358.483074 4358.483074
3402 4559.901175 4559.901175 4350.021175 4350.021175
3413 4559.763845 4559.763845 4349.883845 4349.883845
3422 4547.922307 4547.922307 4338.042307 4338.042307
3427 4542.317099 4542.317099 4332.437099 4332.437099
3436 4526.603085 4526.603085 4316.723085 4316.723085
3441 4523.627232 4523.627232 4313.747232 4313.747232
3443 4514.013779 4514.013779 4304.133779 4304.133779
3447 4507.525560 4507.525560 4297.645560 4297.645560
3449 4500.123930 4500.123930 4290.243930 4290.243930
3462 4485.765247 4485.765247 4275.885247 4275.885247
3481 4471.231204 4471.231204 4261.351204 4261.351204
3487 4467.017755 4467.017755 4257.137755 4257.137755
3503 4455.036565 4455.036565 4245.156565 4245.156565
3509 4451.619949 4451.619949 4241.739949 4241.739949
3517 4450.094006 4450.094006 4240.214006 4240.214006
3522 4422.470380 4422.470380 4212.590380 4212.590380
3545 4414.027282 4414.027282 4204.147282 4204.147282
3546 4409.560834 4409.560834 4199.680834 4199.680834
3551 4407.083595 4407.083595 4197.203595 4197.203595
3553 4404.472468 4404.472468 4194.592468 4194.592468
3561 4377.512820 4377.512820 4167.632820 4167.632820
3581 4372.699193 4372.699193 4162.819193 4162.819193
3584 4372.020906 4372.020906 4162.140906 4162.140906
3588 4366.235126 4366.235126 4156.355126 4156.355126
3592 4365.587810 4365.587810 4155.707810 4155.707810
3594 4338.791123 4338.791123 4128.911123 4128.911123
3601 4336.766023 4336.766023 4126.886023 4126.886023
3608 4329.839566 4329.839566 4119.959566 4119.959566
3615 4320.916941 4320.916941 4111.036941 4111.036941
3621 4308.709480 4308.709480 4098.829480 4098.829480
3641 4299.082593 4299.082593 4089.202593 4089.202593
3651 4289.529421 4289.529421 4079.649421 4079.649421
3661 4276.600614 4276.600614 4066.720614 4066.720614
3671 4274.929514 4274.929514 4065.049514 4065.049514
3681 4269.958128 4269.958128 4060.078128 4060.078128
3683 4252.718654 4252.718654 4042.838654 4042.838654
3701 4238.808001 4238.808001 4028.928001 4028.928001
3722 4230.632633 4230.632633 4020.752633 4020.752633
3724 4216.821201 4216.821201 4006.941201 4006.941201
3742 4213.520828 4213.520828 4003.640828 4003.640828
3744 4209.189671 4209.189671 3999.309671 3999.309671
3753 4207.840729 4207.840729 3997.960729 3997.960729
3761 4205.524745 4205.524745 3995.644745 3995.644745
3762 4202.150480 4202.150480 3992.270480 3992.270480
3765 4195.886963 4195.886963 3986.006963 3986.006963
3778 4192.416701 4192.416701 3982.536701 3982.536701
3781 4182.973298 4182.973298 3973.093298 3973.093298
3801 4173.397584 4173.397584 3963.517584 3963.517584
3802 4171.210323 4171.210323 3961.330323 3961.330323
3804 4170.660293 4170.660293 3960.780293 3960.780293
3819 4168.789812 4168.789812 3958.909812 3958.909812
3824 4160.446567 4160.446567 3950.566567 3950.566567
3825 4157.208669 4157.208669 3947.328669 3947.328669
3828 4155.129260 4155.129260 3945.249260 3945.249260
3840 4152.310444 4152.310444 3942.430444 3942.430444
3845 4146.734716 4146.734716 3936.854716 3936.854716
3850 4142.663703 4142.663703 3932.783703 3932.783703
3855 4137.730159 4137.730159 3927.850159 3927.850159
3861 4132.768799 4132.768799 3922.888799 3922.888799
3863 4129.458558 4129.458558 3919.578558 3919.578558
3869 4129.454247 4129.454247 3919.574247 3919.574247
3874 4126.116452 4126.116452 3916.236452 3916.236452
3882 4115.557174 4115.557174 3905.677174 3905.677174
3883 4115.291296 4115.291296 3905.411296 3905.411296
3886 4109.746366 4109.746366 3899.866366 3899.866366
3903 4105.990406 4105.990406 3896.110406 3896.110406
3917 4095.718512 4095.718512 3885.838512 3885.838512
3922 4090.949412 4090.949412 3881.069412 3881.069412
3926 4082.628882 4082.628882 3872.748882 3872.748882
3941 4076.538642 4076.538642 3866.658642 3866.658642
3942 4072.088457 4072.088457 3862.208457 3862.208457
3947 4071.458133 4071.458133 3861.578133 3861.578133
3966 4065.439651 4065.439651 3855.559651 3855.559651
3982 4058.704107 4058.704107 3848.824107 3848.824107
3996 4053.833829 4053.833829 3843.953829 3843.953829
4001 4051.261088 4051.261088 3841.381088 3841.381088
4002 4048.605348 4048.605348 3838.725348 3838.725348
4009 4046.246687 4046.246687 3836.366687 3836.366687
4021 4045.212855 4045.212855 3835.332855 3835.332855
4022 4043.782047 4043.782047 3833.902047 3833.902047
4023 4043.170604 4043.170604 3833.290604 3833.290604
4024 4042.187405 4042.187405 3832.307405 3832.307405
4030 4036.951433 4036.951433 3827.071433 3827.071433
4041 4028.306301 4028.306301 3818.426301 3818.426301
4062 4025.035689 4025.035689 3815.155689 3815.155689
4063 4022.678550 4022.678550 3812.798550 3812.798550
4065 4022.657790 4022.657790 3812.777790 3812.777790
4069 4021.553546 4021.553546 3811.673546 3811.673546
4070 4019.348058 4019.348058 3809.468058 3809.468058
4082 4015.822144 4015.822144 3805.942144 3805.942144
4086 4008.777708 4008.777708 3798.897708 3798.897708
